subset,time_original,time_optimized,speedup,area_original,area_optimized,iou
1,27.072487115859985,42.5156774520874,0.6367648062616206,71586,71812,0.9968528936667966
5,66.06521272659302,50.621360540390015,1.30508567966838,342437,343565,0.9967167784844208
10,139.11255049705505,65.08050680160522,2.137545592893628,609779,611092,0.9978513873524772
15,252.90182375907898,64.34371733665466,3.930482014830817,669261,670443,0.998236986589464
25,370.96939396858215,91.78227376937866,4.041841400668685,828409,829648,0.998506595568241
50,1158.0471131801605,335.86414337158203,3.447962922016833,1177680,1178967,0.9989083663919346
100,2954.6344232559204,432.1624686717987,6.836860295473245,1495935,1496637,0.9995309483862821
